filename,title,authors,year,publication,doi,abstract,tema,subtema
/Users/jpl/Downloads/what works against crime/data set of studies/9 organized crime_drug/2. Supply-Side Disruption and Deterrence Strategies/2017 Higginson et al.pdf,The effectiveness of crop-targeting interventions for drug control: A systematic review and meta-analysis,"Higginson, A.; Mazerolle, L.; Thompson, J.",2017,,,,Estrategias basadas en evidencia para mercados ilícitos y crimen organizado: Narcotráfico,Estrategias de desarticulación y disuasión de la oferta
"/Users/jpl/Downloads/what works against crime/data set of studies/9 organized crime_drug/3. Organized Crime Structures, Governance & Intelligence Approaches/2024 Cincimino et al.pdf",Entrepreneurship and organised crime: A systematic review and research agenda based on three decades of scholarship,"Cincimino, S.; Gnoffo, S., La Rosa, F.; Paternostro, S.",2024,Journal of Small Business and Enterprise Development,10.1108/JSBED-12-2022-0515,,Estrategias basadas en evidencia para mercados ilícitos y crimen organizado: Narcotráfico,"Estructura, gobernanza e inteligencia del crimen organizado"
/Users/jpl/Downloads/what works against crime/data set of studies/10 organized crime_gang/1. Youth Prevention and Early Intervention Programs/2015 Higginson et al.pdf,Preventive interventions to reduce youth involvement in gangs and gang crime in low- and middle-income countries: A systematic review,"Higginson, A.; Benier, K.; Shenderovich, Y.; Bedford, L.; Mazerolle, L.; Murray, J.",2015,Campbell Systematic Reviews,10.4073/csr.2015.18,,Estrategias basadas en evidencia para mercados ilícitos y crimen organizado: reclutamiento de pandillas,Programas de prevención e intervención  juvenil  temprana
/Users/jpl/Downloads/what works against crime/data set of studies/10 organized crime_gang/1. Youth Prevention and Early Intervention Programs/2024 Mellgren et al.pdf,Psychosocial interventions preventing gang-related crime among young people: A systematic review,"Mellgren, C.; Rostami, A.; Gerell, M.; Sturup, J.; Hartvigsson, T.; Munthe, C.; Bring, J.; Hellberg, U.; Jonsson, A. K.; Fundell, S.; Sundell, K.",2026,Research on Social Work Practice,10.1177/10497315241305779,,Estrategias basadas en evidencia para mercados ilícitos y crimen organizado: reclutamiento de pandillas,Programas de prevención e intervención  juvenil  temprana
"/Users/jpl/Downloads/what works against crime/data set of studies/10 organized crime_gang/3. Gang Control, Suppression & Multi-Agency Strategies/2013 Gravel et al.pdf",Keeping promises: A systematic review and a new classification of gang control strategies,"Gravel, J.; Bouchard, M.; Descormiers, K.; Wong, J. S.; Morselli, C.",2013,Journal of Criminal Justice,10.1016/j.jcrimjus.2013.05.005,,Estrategias basadas en evidencia para mercados ilícitos y crimen organizado: reclutamiento de pandillas,"Control de pandillas, represión y estrategias interinstitucionales"
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2016 Gheyas & Abdallah.pdf,Detection and prediction of insider threats to cyber security: A systematic literature review and meta-analysis,"Gheyas, I. A.; Abdallah, A. E.",2016,Big Data Analytics,10.1186/s41044-016-0006-0,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2017 Dou et al.pdf,Systematization of Knowledge (SoK): A systematic review of software-based web phishing detection,"Dou, Z.; Khalil, I.; Khreishah, A., Al-Fuqaha, A.; Guizani, M.",2017,IEEE Communications Surveys & Tutorials,10.1109/COMST.2017.2752087,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2018 Irshad et al.pdf,Effective methods to detect metamorphic malware: A systematic review,"Irshad, M., Al-Khateeb, H. M.; Mansour, A.; Ashawa, M.; Hamisu, M.",2018,International Journal of Electronic Security and Digital Forensics,10.1504/IJESDF.2018.090948,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2020 Aliero et al.pdf,Systematic review analysis on SQLIA detection and prevention approaches,"Aliero, M. S.; Qureshi, K. N.; Pasha, M. F.; Ghani, I.; Yauri, R. A.",2020,Wireless Personal Communications,10.1007/s11277-020-07151-2,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2021 Mishra & Pandya.pdf,"Internet of Things applications, security challenges, attacks, intrusion detection, and future visions: A systematic review","Mishra, N.; Pandya, S.",2021,IEEE Access,10.1109/ACCESS.2021.3073408,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2021 Navas et al.pdf,"MTD, where art thou? A systematic review of moving target defense techniques for IoT","Navas, R. E.; Cuppens, F.; Boulahia Cuppens, N.; Toutain, L.; Papadopoulos, G. Z.",2021,IEEE Internet of Things Journal,10.1109/JIOT.2020.3040358,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2022 Soltani et al.pdf,Artificial intelligence empowered threat detection in the Internet of Things: A systematic review,"Soltani, N.; Rahmani, A. M.; Bohlouli, M.; Hosseinzadeh, M.",2022,Concurrency and Computation: Practice and Experience,10.1002/cpe.6894,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2023 Li et al.pdf,Uncovering the cloak: A systematic review of techniques used to conceal phishing websites,"Li, W.; Manickam, S.; Laghari, S. U. A.; Chong, Y.-W.",2023,IEEE Access,10.1109/ACCESS.2023.3293063,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2023 Nazir et al.pdf,Advancing IoT security: A systematic review of machine learning approaches for the detection of IoT botnets,"Nazir, A., He, J.; Zhu, N.; Wajahat, A., Ma, X.; Ullah, F.; Qureshi, S.; Pathan, M. S.",2023,,10.1016/j.jksuci.2023.101820,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2024 Mahboubi et al.pdf,Evolving techniques in cyber threat hunting: A systematic review,"Mahboubi, A.; Luong, K.; Aboutorab, H.; Bui, H. T.; Jarrad, G.; Bahutair, M.; Camtepe, S.; Pogrebna, G.; Ahmed, E.; Barry, B.; Gately, H.",2024,Journal of Network and Computer Applications,10.1016/j.jnca.2024.104004,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2024 Qureshi et al.pdf,Systematic review of deep learning solutions for malware detection and forensic analysis in IoT,"Qureshi, S. U., He, J.; Tunio, S.; Zhu, N.; Nazir, A.; Wajahat, A.; Ullah, F.; Wadud, A.",2024,Journal of King Saud University - Computer and Information Sciences,10.1016/j.jksuci.2024.102164,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2025 Oun et al.pdf,The role of artificial intelligence in boosting cybersecurity and trusted embedded systems performance: A systematic review on current and future trends,"Oun, A.; Wince, K.; Cheng, X.",2025,IEEE Access,10.1109/ACCESS.2025.3554739,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,Sistemas Técnicos de Ciberdefensa y Detección Basados en Inteligencia Artificial
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/2. Human Factors, Awareness, and Behavioral Prevention/2020 Kuo et al NOT SO BAD.pdf",A meta-analysis of the deterrence theory in security-compliant and security-risk behaviors,"Kuo, K.-M.; Talley, P. C.; Huang, C.-H.",2020,Computers & Security,10.1016/j.cose.2020.101928,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Factores humanos, concientización y prevención conductual."
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/2. Human Factors, Awareness, and Behavioral Prevention/2023 Baki & Verma.pdf","Sixteen years of phishing user studies: What have we learned? IEEE Transactions on Dependable and Secure Computing, 20(2), 1200–1212","Baki, A.; Verma, S.",2022,,10.48550/arXiv.2109.04661,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Factores humanos, concientización y prevención conductual."
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/2. Human Factors, Awareness, and Behavioral Prevention/2024 Arishi et al.pdf","Cybersecurity awareness in schools: A systematic review of practices, challenges, and target audiences","Arishi, A. A.; Kamarudin, N. H.; Abu Bakar, K. A.; Shukur, Z. B.; Hasan, M. K.",2024,International Journal of Advanced Computer Science and Applications,10.14569/IJACSA.2024.0151249,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Factores humanos, concientización y prevención conductual."
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/2. Human Factors, Awareness, and Behavioral Prevention/2024 Zukry et al.pdf",Strategies for protecting senior citizens against online banking fraud and scams: A systematic literature review,"Mohd Zukry, M. A. A.; Khatiman, M. N. A.; Abdullah, R.",2024,Journal of Theoretical and Applied Information Technology,,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Factores humanos, concientización y prevención conductual."
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/3. Organizational, Intelligence, and Governance Approaches/2020 Estay et al NOT SO BAD.pdf",A systematic review of cyber-resilience assessment frameworks,"Sepúlveda Estay, D. A.; Sahay, R.; Barfod, M. B.; Jensen, C. D.",2020,Computers & Security,10.1016/j.cose.2020.101996,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Enfoques organizativos, de inteligencia y de gobernanza"
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/4. Encryption, Data Protection, and System Security Architectures/2019 Alloghani et al.pdf",A systematic review on the status and progress of homomorphic encryption technologies,"Alloghani, M., M. Alani, M., Al-Jumeily, D.; Baker, T.; Mustafina, J.; Hussain, A.; J. Aljaaf, A.",2019,Journal of Information Security and Applications,10.1016/j.jisa.2019.102362,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Cifrado, Protección de Datos y Arquitecturas de Seguridad de Sistemas"
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/4. Encryption, Data Protection, and System Security Architectures/2023 Pekaric et al.pdf",A systematic review on security and safety of self-adaptive systems,"Pekaric, I.; Groner, R.; Witte, T.; Adigun, J. G.; Raschke, A.; Felderer, M.; Tichy, M.",2023,Journal of Systems and Software,10.1016/j.jss.2023.111716,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Cifrado, Protección de Datos y Arquitecturas de Seguridad de Sistemas"
"/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/4. Encryption, Data Protection, and System Security Architectures/2024 Kaur.pdf","A systematic review on security aspects of fog computing environment: Challenges, solutions and future directions","Kaur, N.",2024,Computer Science Review,10.1016/j.cosrev.2024.100688,,Estrategias basadas en pruebas para la lucha contra el ciberdelito,"Cifrado, Protección de Datos y Arquitecturas de Seguridad de Sistemas"
/Users/jpl/Downloads/what works against crime/data set of studies/10 organized crime_gang/1. Youth Prevention and Early Intervention Programs/2008 Fisher et al.pdf,Fisher et al (2008),Fisher,2008,,,,10 organized crime_gang,1. Youth Prevention and Early Intervention Programs
/Users/jpl/Downloads/what works against crime/data set of studies/10 organized crime_gang/2. Socioeconomic Opportunity & Inclusion Strategies/2008b Fisher et al.pdf,Fisher et al (2008),Fisher,2008,,,,10 organized crime_gang,2. Socioeconomic Opportunity & Inclusion Strategies
/Users/jpl/Downloads/what works against crime/data set of studies/11 cybercrime/1. Technical & AI-Based Cyber Defense and Detection Systems/2021 Blythe & Johnson.pdf,Blythe & Johnson (2021),Blythe; Johnson,2021,,,,11 cybercrime,1. Technical & AI-Based Cyber Defense and Detection Systems
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/3 victim focused & survivor support/2015 Odoherty et al.pdf,Odoherty et al (2015),Odoherty,2015,,,,2 domestic homicide dv,3 victim focused & survivor support
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/3 victim focused & survivor support/2019 Ryan & Roman.pdf,Ryan & Roman (2019),Ryan; Roman,2019,,,,2 domestic homicide dv,3 victim focused & survivor support
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/4 Community Economic & Structural Prevention Interventions/2014 Wilson et al.pdf,Wilson et al (2014),Wilson,2014,,,,2 domestic homicide dv,4 Community Economic & Structural Prevention Interventions
"/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/5 youth dating & relationship, stalkgin, violence prevention/2019 Yanelli Yanez-Penunuri et al.pdf",Yanelli Yanez-Penunuri et al (2019),Yanelli Yanez-Penunuri,2019,,,,2 domestic homicide dv,"5 youth dating & relationship, stalkgin, violence prevention"
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/6 youths Sexual violence and bystander/2019 Evans et al.pdf,Evans et al (2019),Evans,2019,,,,2 domestic homicide dv,6 youths Sexual violence and bystander
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/6 youths Sexual violence and bystander/2021 Kettrey & Marx.pdf,Kettrey & Marx (2021),Kettrey; Marx,2021,,,,2 domestic homicide dv,6 youths Sexual violence and bystander
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/6 youths Sexual violence and bystander/2022 Ruvalcaba et al.pdf,Ruvalcaba et al (2022),Ruvalcaba,2022,,,,2 domestic homicide dv,6 youths Sexual violence and bystander
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/6 youths Sexual violence and bystander/2023b Park & Kim.pdf,Park & Kim (2023),Park; Kim,2023,,,,2 domestic homicide dv,6 youths Sexual violence and bystander
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/6 youths Sexual violence and bystander/2024 Tibbels & Benbouriche.pdf,Tibbels & Benbouriche (2024),Tibbels; Benbouriche,2024,,,,2 domestic homicide dv,6 youths Sexual violence and bystander
/Users/jpl/Downloads/what works against crime/data set of studies/2 domestic homicide dv/6 youths Sexual violence and bystander/2025 Russell et al.pdf,Russell et al (2025),Russell,2025,,,,2 domestic homicide dv,6 youths Sexual violence and bystander
/Users/jpl/Downloads/what works against crime/data set of studies/3 child sexual abuse & violence/1. School-based prevention education/2024 Turkkan & Odaci.pdf,Turkkan & Odaci (2024),Turkkan; Odaci,2024,,,,3 child sexual abuse & violence,1. School-based prevention education
/Users/jpl/Downloads/what works against crime/data set of studies/3 child sexual abuse & violence/2. Family and parent-based prevention/2024 Edwards et al.pdf,Edwards et al (2024),Edwards,2024,,,,3 child sexual abuse & violence,2. Family and parent-based prevention
/Users/jpl/Downloads/what works against crime/data set of studies/3 child sexual abuse & violence/3. Offender-focused treatment and justice response/2013 Langstrom et al.pdf,Langstrom et al (2013),Langstrom,2013,,,,3 child sexual abuse & violence,3. Offender-focused treatment and justice response
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4b. post release/8. Supervision & integrated management/2015 Sherman et al.pdf,Sherman et al (2015),Sherman,2015,,,,4 prison reentry,4b. post release
/Users/jpl/Downloads/what works against crime/data set of studies/4 prison reentry/4b. post release/8. Supervision & integrated management/2019 Wong et al.pdf,Wong et al (2019),Wong,2019,,,,4 prison reentry,4b. post release
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/1. Community-Based Sanctions and Supervision Alternatives/2021 Pietrich et al.pdf,Pietrich et al (2021),Pietrich,2021,,,,6 prison alternatives,1. Community-Based Sanctions and Supervision Alternatives
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/1. Community-Based Sanctions and Supervision Alternatives/2025 Suesue.pdf,Suesue (2025),Suesue,2025,,,,6 prison alternatives,1. Community-Based Sanctions and Supervision Alternatives
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/3. Youth and Juvenile Diversion Programs/2013 Kohler et al.pdf,Kohler et al (2013),Kohler,2013,,,,6 prison alternatives,3. Youth and Juvenile Diversion Programs
/Users/jpl/Downloads/what works against crime/data set of studies/6 prison alternatives/3. Youth and Juvenile Diversion Programs/2023 Harmon Darrow.pdf,Harmon Darrow (2023),Harmon Darrow,2023,,,,6 prison alternatives,3. Youth and Juvenile Diversion Programs
"/Users/jpl/Downloads/what works against crime/data set of studies/9 organized crime_drug/3. Organized Crime Structures, Governance & Intelligence Approaches/2024 Humani.pdf",Humani (2024),Humani,2024,,,,9 organized crime_drug,"3. Organized Crime Structures, Governance & Intelligence Approaches"
